,x
2405,招商信用 161713
2406,银华内需 161810
2407,银华300 161811
2408,银华信用 161813
2409,银华通胀 161815
2410,银华90 161816
2411,万家公用 161903
2412,万家红利 161907
2413,长城久富 162006
2414,泰达效率 162207
2415,海富100 162307
2416,景顺鼎益 162605
2417,景顺资源 162607
2418,广发小盘 162703
2419,广发500 162711
2420,长信100 163001
2421,大摩资源 163302
2422,兴全趋势 163402
2423,兴全300 163407
2424,天治核心 163503
2425,中银中国 163801
2426,华富强债 164105
2427,天弘深成 164205
2428,建信300 165309
2429,信诚深度 165508
2430,信诚增强 165509
2431,信诚四国 165510
2432,中欧趋势 166001
2433,中欧小盘 166006
2434,中欧300 166007
2435,中欧强债 166008
2436,基金开元 184688
2437,基金普惠 184689
2438,基金同益 184690
2439,基金景宏 184691
2440,基金裕隆 184692
2441,基金普丰 184693
2442,基金天元 184698
2443,基金同盛 184699
2444,基金景福 184701
2445,基金裕泽 184705
2446,基金丰和 184721
2447,基金久嘉 184722
2448,基金鸿阳 184728
