"","x"
"2069","中电环保 300172"
"2070","松德股份 300173"
"2071","元力股份 300174"
"2072","朗源股份 300175"
"2073","鸿特精密 300176"
"2074","中海达 300177"
"2075","腾邦国际 300178"
"2076","四方达 300179"
"2077","华峰超纤 300180"
"2078","佐力药业 300181"
"2079","捷成股份 300182"
"2080","东软载波 300183"
"2081","力源信息 300184"
"2082","通裕重工 300185"
"2083","大华农 300186"
"2084","永清环保 300187"
"2085",""
"2086","基金金泰 500001"
"2087","基金泰和 500002"
"2088","基金安信 500003"
"2089","基金汉盛 500005"
"2090","基金裕阳 500006"
"2091","基金兴华 500008"
"2092","基金安顺 500009"
"2093","基金金鑫 500011"
"2094","基金汉兴 500015"
"2095","基金兴和 500018"
"2096","基金通乾 500038"
"2097","基金科瑞 500056"
"2098","基金银丰 500058"
"2099","治理ETF 510010"
"2100","治理申赎 510011"
"2101","申赎资金 510012"
"2102","超大ETF 510020"
"2103","超大申赎 510021"
"2104","申赎资金 510022"
"2105","价值ETF 510030"
"2106","价值申赎 510031"
"2107","申赎资金 510032"
"2108","50ETF 510050"
"2109","50申  赎 510051"
"2110","申赎资金 510052"
"2111","央企ETF 510060"
"2112","央企申赎 510061"
"2113","申赎资金 510062"
"2114","民企ETF 510070"
"2115","民企申赎 510071"
"2116","申赎资金 510072"
"2117","责任ETF 510090"
"2118","责任申赎 510091"
"2119","申赎资金 510092"
"2120","周期ETF 510110"
"2121","周期申赎 510111"
"2122","申赎资金 510112"
"2123","中盘ETF 510130"
"2124","中盘申赎 510131"
"2125","申赎资金 510132"
"2126","消费ETF 510150"
"2127","消费申赎 510151"
"2128","申赎资金 510152"
"2129","小康ETF 510160"
"2130","小康申赎 510161"
"2131","申赎资金 510162"
"2132","商品ETF 510170"
"2133","商品申赎 510171"
"2134","申赎资金 510172"
"2135","180ETF 510180"
"2136","180申 赎 510181"
"2137","申赎资金 510182"
"2138","龙头ETF 510190"
"2139","龙头申赎 510191"
"2140","申赎资金 510192"
"2141","红利ETF 510880"
"2142","红利申赎 510881"
"2143","申赎资金 510882"
"2144","银华优选 519001"
"2145","海富收益 519003"
"2146","海富股票 519005"
"2147","海富回报 519007"
"2148","添富优势 519008"
"2149","海富精选 519011"
"2150","海富优势 519013"
"2151","海富贰号 519015"
"2152","大成成长 519017"
"2153","添富均衡 519018"
"2154","大成景阳 519019"
"2155","金鼎价值 519021"
"2156","海富债券 519023"
"2157","海富领先 519025"
"2158","海富小盘 519026"
"2159","海富周期 519027"
"2160","华夏稳增 519028"
"2161","华夏稳增 519029"
"2162","海富稳固 519030"
"2163","富国天博 519035"
"2164","长盛同德 519039"
"2165","添富蓝筹 519066"
"2166","添富焦点 519068"
"2167","添富价值 519069"
"2168","添富增收 519078"
"2169","新华分红 519087"
"2170","新华成长 519089"
"2171","新华钻石 519093"
"2172","新华行业 519095"
"2173","新华市值 519097"
"2174","长盛100 519100"
"2175","浦银价值 519110"
"2176","浦银收益 519111"
"2177","浦银生活 519113"
"2178","浦银红利 519115"
"2179","浦银300 519116"
"2180","万家 180 519180"
"2181","万家和谐 519181"
"2182","万家引擎 519183"
"2183","万家精选 519185"
"2184","万家稳增 519186"
"2185","大成300A 519300"
"2186","万家货币 519508"
"2187","浦银货A 519509"
"2188","添富货币 519518"
"2189","友邦增利 519519"
"2190","银河银信 519666"
"2191","银河成长 519668"
"2192","银河行业 519670"
"2193","300价值 519671"
"2194","银河蓝筹 519672"
"2195","银河创新 519674"
"2196","交银增利 519680"
"2197","交银精选 519688"
"2198","交银稳健 519690"
"2199","交银成长 519692"
"2200","交银先锋 519698"
"2201","交银主题 519700"
"2202","交银趋势 519702"
"2203","长信量化 519983"
"2204","CX中短债 519985"
"2205","长信恒利 519987"
"2206","长信利丰 519989"
"2207","长信双利 519991"
"2208","长信增利 519993"
"2209","长信金利 519995"
"2210","长信银利 519997"
"2211","浦银货A 521509"
"2212","银华YXZT 522001"
"2213","海富SYZT 522003"
"2214","海富GPZT 522005"
"2215","海富QHZT 522007"
"2216","添富YSZT 522008"
"2217","海富JXZT 522011"
"2218","海富YSZT 522013"
"2219","海富EHZT 522015"
"2220","大成CZZT 522017"
"2221","添富JHZT 522018"
"2222","大成JYZT 522019"
"2223","金鼎JZZT 522021"
"2224","海富ZQZT 522023"
"2225","海富LXZT 522025"
"2226","海富XPZT 522026"
"2227","海富SZZT 522027"
"2228","华夏WZZT 522028"
"2229","华夏WZZT 522029"
"2230","海富WGZT 522030"
"2231","富国TBZT 522035"
"2232","长盛TDZT 522039"
"2233","添富LCZT 522066"
"2234","添富JDZT 522068"
"2235","添富JZZT 522069"
"2236","添富ZSZT 522078"
"2237","新华FHZT 522087"
"2238","新华CZZT 522089"
"2239","新华ZSZT 522093"
"2240","新华HYZT 522095"
"2241","新华SZZT 522097"
"2242","长盛YBZT 522100"
"2243","浦银JZZT 522110"
"2244","浦银SYZT 522111"
"2245","浦银SHZT 522113"
"2246","浦银HLZT 522115"
"2247","浦银30ZT 522116"
"2248","万家18ZT 522180"
"2249","万家HXZT 522181"
"2250","万家YQZT 522183"
"2251","万家JXZT 522185"
"2252","万家WZZT 522186"
"2253","大成ZSZT 522300"
"2254","万家HBZT 522508"
"2255","添富HBZT 522518"
"2256","友邦ZLZT 522519"
"2257","银河YXZT 522666"
"2258","银河CZZT 522668"
"2259","银河HYZT 522670"
"2260","300JZZT 522671"
"2261","银河LCZT 522672"
"2262","银河CXZT 522674"
"2263","交银ZLZT 522680"
"2264","交银JXZT 522688"
"2265","交银WJZT 522690"
"2266","交银CZZT 522692"
"2267","交银XFZT 522698"
"2268","交银ZTZT 522700"
"2269","交银QSZT 522702"
"2270","长信LHZT 522983"
"2271","CXZDZZT 522985"
"2272","长信HLZT 522987"
"2273","长信LFZT 522989"
"2274","长信SLZT 522991"
"2275","长信ZLZT 522993"
"2276","长信JLZT 522995"
"2277","长信YLZT 522997"
"2278","银华YXFH 523001"
"2279","海富SYFH 523003"
"2280","海富GPFH 523005"
"2281","海富QHFH 523007"
"2282","添富YSFH 523008"
"2283","海富JXFH 523011"
"2284","海富YSFH 523013"
"2285","海富EHFH 523015"
"2286","大成CZFH 523017"
"2287","添富JHFH 523018"
"2288","大成JYFH 523019"
"2289","金鼎JZFH 523021"
"2290","海富ZQFH 523023"
"2291","海富LXFH 523025"
"2292","海富XPFH 523026"
"2293","海富SZFH 523027"
"2294","华夏WZFH 523028"
"2295","华夏WZFH 523029"
"2296","海富WGFH 523030"
"2297","富国TBFH 523035"
"2298","长盛TDFH 523039"
"2299","添富LCFH 523066"
"2300","添富JDFH 523068"
"2301","添富JZFH 523069"
"2302","添富ZSFH 523078"
"2303","新华FHFH 523087"
"2304","新华CZFH 523089"
"2305","新华ZSFH 523093"
"2306","新华HYFH 523095"
"2307","新华SZFH 523097"
"2308","长盛YBFH 523100"
"2309","浦银JZFH 523110"
"2310","浦银SYFH 523111"
"2311","浦银SHFH 523113"
"2312","浦银HLFH 523115"
"2313","浦银30FH 523116"
"2314","万家18FH 523180"
"2315","万家HXFH 523181"
"2316","万家YQFH 523183"
"2317","万家JXFH 523185"
"2318","万家WZFH 523186"
"2319","大成ZSFH 523300"
"2320","友邦ZLFH 523519"
"2321","银河YXFH 523666"
"2322","银河CZFH 523668"
"2323","银河HYFH 523670"
"2324","300JZFH 523671"
"2325","银河LCFH 523672"
"2326","银河CXFH 523674"
"2327","交银ZLFH 523680"
"2328","交银JXFH 523688"
"2329","交银WJFH 523690"
"2330","交银CZFH 523692"
"2331","交银XFFH 523698"
"2332","交银ZTFH 523700"
"2333","交银QSFH 523702"
"2334","长信LHFH 523983"
"2335","CXZDZFH 523985"
"2336","长信HLFH 523987"
"2337","长信LFFH 523989"
"2338","长信SLFH 523991"
"2339","长信ZLFH 523993"
"2340","长信JLFH 523995"
"2341","长信YLFH 523997"
"2342","长虹CWB1 580027"
"2343","ES110818 582027"
"2344","瑞福进取 150001"
"2345","大成优选 150002"
"2346","建信优势 150003"
"2347","同庆A 150006"
"2348","同庆B 150007"
"2349","瑞和小康 150008"
"2350","瑞和远见 150009"
"2351","国泰优先 150010"
"2352","国泰进取 150011"
"2353","双禧A 150012"
"2354","双禧B 150013"
"2355","合润A 150016"
"2356","合润B 150017"
"2357","银华稳进 150018"
"2358","银华锐进 150019"
"2359","汇利A 150020"
"2360","汇利B 150021"
"2361","申万收益 150022"
"2362","申万进取 150023"
"2363","景丰A 150025"
"2364","景丰B 150026"
"2365","添利B 150027"
"2366","深100ETF 159901"
"2367","中 小 板 159902"
"2368","深成ETF 159903"
"2369","深红利 159905"
"2370","深成长 159906"
"2371","深100净 159A01"
"2372","中 小 板 159A02"
"2373","深成净 159A03"
"2374","深红利 159A05"
"2375","深成长 159A06"
"2376","南方积配 160105"
"2377","南方高增 160106"
"2378","南方500 160119"
"2379","国泰小盘 160211"
"2380","国泰价值 160215"
"2381","华夏蓝筹 160311"
"2382","华夏行业 160314"
"2383","博时主题 160505"
"2384","鹏华价值 160607"
"2385","鹏华动力 160610"
"2386","鹏华治理 160611"
"2387","鹏华创新 160613"
"2388","鹏华300 160615"
"2389","鹏华500 160616"
"2390","鹏华丰润 160617"
"2391","嘉实 300 160706"
"2392","嘉实50 160716"
"2393","恒生H股 160717"
"2394","嘉实多利 160718"
"2395","长盛同智 160805"
"2396","长盛300 160807"
"2397","大成创新 160910"
"2398","富国天惠 161005"
"2399","富国天丰 161010"
"2400","易基岁丰 161115"
"2401","国投新兴 161210"
"2402","国投金融 161211"
"2403","国投消费 161213"
"2404","双债A 161216"
"2405","融通巨潮 161607"
"2406","融通领先 161610"
"2407","招商成长 161706"
"2408","招商信用 161713"
"2409","银华内需 161810"
"2410","银华300 161811"
"2411","银华信用 161813"
"2412","银华通胀 161815"
"2413","银华90 161816"
"2414","万家公用 161903"
"2415","万家红利 161907"
"2416","长城久富 162006"
"2417","泰达效率 162207"
"2418","海富100 162307"
"2419","景顺鼎益 162605"
"2420","景顺资源 162607"
"2421","广发小盘 162703"
"2422","广发500 162711"
"2423","长信100 163001"
"2424","大摩资源 163302"
"2425","兴全趋势 163402"
"2426","兴全300 163407"
"2427","天治核心 163503"
"2428","中银中国 163801"
"2429","华富强债 164105"
"2430","天弘深成 164205"
"2431","建信300 165309"
"2432","信诚深度 165508"
"2433","信诚增强 165509"
"2434","信诚四国 165510"
"2435","中欧趋势 166001"
"2436","中欧小盘 166006"
"2437","中欧300 166007"
"2438","中欧强债 166008"
"2439","基金开元 184688"
"2440","基金普惠 184689"
"2441","基金同益 184690"
"2442","基金景宏 184691"
"2443","基金裕隆 184692"
"2444","基金普丰 184693"
"2445","基金天元 184698"
"2446","基金同盛 184699"
"2447","基金景福 184701"
"2448","基金裕泽 184705"
"2449","基金丰和 184721"
"2450","基金久嘉 184722"
"2451","基金鸿阳 184728"
